GeneID	chr	start	end	labelCoord	FayWu_H	Fst	FuLi_D	FuLi_F	iHS	Tajima_D	label	stat	pops	source
C6orf10,nonCoding36053,nonCoding36054,nonCoding36055,HLA-DQB2,nonCoding36056,nonCoding36052,nonCoding36057,nonCoding36051	chr6	32287430	32778313	chr6:32287430-32778313	-4.864	0.158	3.174	4.845	2.905	5.234	FuLi_D:ACB:2.698,ASW:2.504,BEB:2.592,CDX:2.647,CEU:2.596,CHB:2.766,CHS:2.891,ESN:2.766,FIN:3.174,GBR:2.404,GIH:2.855,GWD:2.661,IBS:2.191,ITU:2.664,JPT:3.159,KHV:2.926,LWK:2.764,MSL:2.757,PJL:2.414,STU:2.698,TSI:2.495,YRI:2.853	FuLi_D	ACB,ASW,BEB,CDX,CEU,CHB,CHS,ESN,FIN,GBR,GIH,GWD,IBS,ITU,JPT,KHV,LWK,MSL,PJL,STU,TSI,YRI	PopHumanScan
HLA-DPA1,HLA-DPB1,nonCoding36066,nonCoding36067,nonCoding36064,nonCoding36063	chr6	32976914	33103727	chr6:32976914-33103727	-8.67	0.311	3.195	5.075	3.556	5.295	FayWu_H:FIN:-8.67,Fst:CEU2YRI:0.311,FuLi_D:ACB:2.912,ASW:2.73,BEB:2.385,CDX:2.696,CEU:2.723,CHB:3.056,CHS:2.961,ESN:2.824,FIN:2.623,GBR:2.968,GIH:2.896,GWD:2.985,IBS:2.659,ITU:2.891,JPT:3.195,KHV:3.05,LWK:2.672,MSL:3.034,PJL:2.774,STU:2.684,TSI:2.759,YRI:2.595,iHS:CEU:3.438,FIN:3.556,GIH:3.274	FayWu_H,Fst,FuLi_D,iHS	FIN,CEU2YRI,ACB,ASW,BEB,CDX,CEU,CHB,CHS,ESN,GBR,GIH,GWD,IBS,ITU,JPT,KHV,LWK,MSL,PJL,STU,TSI,YRI	PopHumanScan
GRM4	chr6	34099872	34109872	chr6:34099872-34109872	-1.37	0.058	-7.15	-5.371	1.028	-1.324	FuLi_D:STU:-7.15	FuLi_D	STU	PopHumanScan
BRPF3	chr6	36180653	36190653	chr6:36180653-36190653	0.554	0.034	-6.163	-5.173	1.748	-1.944	FuLi_D:ESN:-6.163,FuLi_F:ESN:-5.173	FuLi_D,FuLi_F	ESN	PopHumanScan
nonCoding36119	chr6	36574391	36594391	chr6:36574391-36594391	-1.926	0.025	-6.315	-5.697	1.506	-2.562	FuLi_D:ASW:-6.315,FuLi_F:ASW:-5.697,Tajima_D:ASW:-2.562	FuLi_D,FuLi_F,Tajima_D	ASW	PopHumanScan
nonCoding36228	chr6	40831028	40841028	chr6:40831028-40841028	8.515	0.051	-1.304	13.277	1.489	37.727	FuLi_F:BEB:11.819,ITU:13.277	FuLi_F	BEB,ITU	PopHumanScan
nonCoding36243,TREML1,TREM2	chr6	41098709	41138709	chr6:41098709-41138709	-7.369	0.032	-7.438	-6.588	2.147	-2.642	FayWu_H:KHV:-7.369,FuLi_D:CDX:-7.376,CHS:-7.438,FuLi_F:CDX:-6.561,CHS:-6.588,Tajima_D:CHB:-2.642	FayWu_H,FuLi_D,FuLi_F,Tajima_D	KHV,CDX,CHS,CHB	PopHumanScan
nonCoding36249	chr6	41287310	41297310	chr6:41287310-41297310	-0.919	0.072	2.432	4.011	1.178	4.343	FuLi_D:JPT:2.432	FuLi_D	JPT	PopHumanScan
BICRAL	chr6	42782412	42792412	chr6:42782412-42792412	-4.606	0.017	-5.791	-5.009	1.761	-2.431	Tajima_D:ESN:-2.406,LWK:-2.431	Tajima_D	ESN,LWK	PopHumanScan
nonCoding36270	chr6	43339849	43359849	chr6:43339849-43359849	0.702	0.061	-4.009	-3.38	3.605	-1.502	iHS:FIN:3.605	iHS	FIN	PopHumanScan
RUNX2	chr6	45473492	45483492	chr6:45473492-45483492	-4.927	0.033	-6.886	-6.151	1.652	-2.504	FuLi_D:STU:-6.886,FuLi_F:STU:-6.151	FuLi_D,FuLi_F	STU	PopHumanScan
RCAN2	chr6	46283022	46293022	chr6:46283022-46293022	-0.957	0.037	-7.533	-6.442	1.055	-2.374	FuLi_D:IBS:-7.533,FuLi_F:IBS:-6.442	FuLi_D,FuLi_F	IBS	PopHumanScan
nonCoding36374	chr6	47280234	47300234	chr6:47280234-47300234	-2.55	0.034	-7.191	-5.937	1.559	-2.255	FuLi_D:BEB:-7.191	FuLi_D	BEB	PopHumanScan
ADGRF4,ADGRF2	chr6	47663884	47683884	chr6:47663884-47683884	-4.854	0.059	2.108	-3.054	1.401	1.926	FayWu_H:ACB:-4.733,ESN:-4.854,LWK:-4.765,MSL:-4.736,FuLi_D:STU:2.108	FayWu_H,FuLi_D	ACB,ESN,LWK,MSL,STU	PopHumanScan
PTCHD4	chr6	47912408	47922408	chr6:47912408-47922408	-3.178	0.029	-6.763	-5.996	1.681	-2.457	FuLi_D:CDX:-6.763,FuLi_F:CDX:-5.996	FuLi_D,FuLi_F	CDX	PopHumanScan
nonCoding36433	chr6	48747075	48757075	chr6:48747075-48757075	-5.74	0.028	-3.971	-3.015	1.21	-2.12	FayWu_H:ACB:-4.892,LWK:-5.74,MSL:-4.677	FayWu_H	ACB,LWK,MSL	PopHumanScan
TRAM2,EFHC1	chr6	52386398	52396398	chr6:52386398-52396398	-1.059	0.09	2.005	1.944	1.437	1.634	FuLi_D:ACB:2.005	FuLi_D	ACB	PopHumanScan
ICK,FBXO9	chr6	52918146	52928146	chr6:52918146-52928146	0.832	0.048	-7.554	-6.677	1.631	-2.585	FuLi_D:STU:-7.554,FuLi_F:STU:-6.677	FuLi_D,FuLi_F	STU	PopHumanScan
GCLC	chr6	53443937	53453937	chr6:53443937-53453937	-1.652	0.065	2.401	-2.023	1.486	1.538	FuLi_D:ESN:2.401	FuLi_D	ESN	PopHumanScan
LRRC1	chr6	53764852	53774852	chr6:53764852-53774852	-4.721	0.047	-3.849	-3.253	1.806	-1.857	FayWu_H:ACB:-4.721	FayWu_H	ACB	PopHumanScan
COL21A1	chr6	55934538	55960830	chr6:55934538-55960830	-4.085	0.03	1.859	2.299	3.681	2.139	iHS:ASW:3.681	iHS	ASW	PopHumanScan
COL21A1	chr6	55996932	56006932	chr6:55996932-56006932	-3.139	0.031	2.318	2.018	0.854	1.72	FuLi_D:ESN:2.318	FuLi_D	ESN	PopHumanScan
DST	chr6	56508217	56518217	chr6:56508217-56518217	-7.391	0.093	-5.536	-4.989	2.068	-2.537	FayWu_H:ITU:-7.391	FayWu_H	ITU	PopHumanScan
DST	chr6	56652924	56700244	chr6:56652924-56700244	-5.092	0.086	-5.797	-5.251	1.483	-2.734	Tajima_D:STU:-2.734	Tajima_D	STU	PopHumanScan
ZNF451	chr6	56962796	56972796	chr6:56962796-56972796	-0.831	0.02	-5.815	-5.239	1.187	-2.34	FuLi_D:LWK:-5.815,FuLi_F:LWK:-5.239	FuLi_D,FuLi_F	LWK	PopHumanScan
RAB23	chr6	57067311	57077311	chr6:57067311-57077311	-1.471	0.026	-6.412	-5.375	2.101	-2.235	FuLi_D:ACB:-6.412,ASW:-5.975,FuLi_F:ACB:-5.375,ASW:-5.277	FuLi_D,FuLi_F	ACB,ASW	PopHumanScan
nonCoding36778	chr6	63360179	63370179	chr6:63360179-63370179	-1.732	0.095	-7.933	-6.034	1.074	-1.718	FuLi_D:CHB:-7.933	FuLi_D	CHB	PopHumanScan
nonCoding36801,nonCoding36802,nonCoding36803	chr6	63665624	63706224	chr6:63665624-63706224	2.87	0.05	-7.657	-5.544	0.893	3.482	FuLi_D:ESN:-5.647,IBS:-7.657,LWK:-5.805	FuLi_D	ESN,IBS,LWK	PopHumanScan
nonCoding36807	chr6	63767997	63777997	chr6:63767997-63777997	-7.521	0.016	-3.551	-3.063	2.798	-1.925	FayWu_H:FIN:-7.521	FayWu_H	FIN	PopHumanScan
nonCoding36809	chr6	63787997	63797997	chr6:63787997-63797997	1.594	0.032	-5.797	-4.821	2.563	-1.919	FuLi_D:LWK:-5.797	FuLi_D	LWK	PopHumanScan
nonCoding36813	chr6	63831935	63841935	chr6:63831935-63841935	1.209	0.028	-7.121	-6.087	1.952	-2.226	FuLi_D:ITU:-7.121,FuLi_F:ITU:-6.087	FuLi_D,FuLi_F	ITU	PopHumanScan
EYS	chr6	65294337	65304337	chr6:65294337-65304337	2.924	0.073	-7.886	-6.508	0.654	-2.441	FuLi_D:GWD:-7.886,FuLi_F:GWD:-6.508,Tajima_D:GWD:-2.441,MSL:-2.382	FuLi_D,FuLi_F,Tajima_D	GWD,MSL	PopHumanScan
EYS	chr6	66157331	66167331	chr6:66157331-66167331	-5.07	0.146	2.206	-3.994	1.35	2.772	FayWu_H:ACB:-4.956,ASW:-4.677,LWK:-5.07,FuLi_D:CHS:2.206	FayWu_H,FuLi_D	ACB,ASW,LWK,CHS	PopHumanScan
nonCoding36920	chr6	67987247	67997247	chr6:67987247-67997247	13.366	0.088	-2.212	41.259	1.327	112.182	FayWu_H:FIN:13.366,GBR:12.854,IBS:12.766,TSI:12.707,FuLi_F:CHB:27.536,CHS:30.43,TSI:41.259,Tajima_D:CHB:80.552,CHS:88.63,TSI:112.182	FayWu_H,FuLi_F,Tajima_D	FIN,GBR,IBS,TSI,CHB,CHS	PopHumanScan
nonCoding36928	chr6	68154020	68164020	chr6:68154020-68164020	-6.502	0.057	2.655	-4.145	1.493	-2.273	FayWu_H:ACB:-5.698,PJL:-6.502,FuLi_D:FIN:2.655	FayWu_H,FuLi_D	ACB,PJL,FIN	PopHumanScan
nonCoding36931	chr6	68208059	68218059	chr6:68208059-68218059	-4.241	0.261	1.51	2.667	1.183	3.985	Fst:YRI2CHB:0.261	Fst	YRI2CHB	PopHumanScan
nonCoding36975	chr6	69033805	69043805	chr6:69033805-69043805	-2.31	0.267	2.016	2.957	1.709	3.036	Fst:YRI2CHB:0.267	Fst	YRI2CHB	PopHumanScan
FAM135A	chr6	71170459	71180459	chr6:71170459-71180459	-1.818	0.062	-6.629	-5.511	1.53	-2.217	FuLi_D:FIN:-5.83,GIH:-6.629	FuLi_D	FIN,GIH	PopHumanScan
nonCoding37031	chr6	71798321	71808321	chr6:71798321-71808321	-7.442	0.053	-5.387	-4.246	1.086	-2.315	FayWu_H:CHB:-7.442,GIH:-6.933	FayWu_H	CHB,GIH	PopHumanScan
RIMS1	chr6	72833248	72843248	chr6:72833248-72843248	-2.155	0.041	-4.711	-3.981	1.603	-2.318	Tajima_D:ESN:-2.318	Tajima_D	ESN	PopHumanScan
RIMS1	chr6	72847482	72857482	chr6:72847482-72857482	-1.816	0.029	-6.741	-5.57	1.331	-2.109	FuLi_D:GWD:-6.741,FuLi_F:GWD:-5.57	FuLi_D,FuLi_F	GWD	PopHumanScan
RIMS1	chr6	72932471	72942471	chr6:72932471-72942471	-1.491	0.102	-8.096	-6.834	1.833	-2.456	FuLi_D:CHB:-8.096,FuLi_F:CHB:-6.834	FuLi_D,FuLi_F	CHB	PopHumanScan
nonCoding37084,nonCoding37085,nonCoding37086	chr6	73209912	73239912	chr6:73209912-73239912	-8.938	0.125	-7.48	-6.576	1.16	-2.672	FayWu_H:CHB:-8.938,FuLi_D:CDX:-7.48,GWD:2.158,FuLi_F:CDX:-6.576,Tajima_D:CDX:-2.672	FayWu_H,FuLi_D,FuLi_F,Tajima_D	CHB,CDX,GWD	PopHumanScan
nonCoding37090	chr6	73295838	73305838	chr6:73295838-73305838	-5.718	0.118	-3.502	-3.75	1.301	-2.611	Tajima_D:JPT:-2.611	Tajima_D	JPT	PopHumanScan
KCNQ5	chr6	73418370	73428370	chr6:73418370-73428370	-5.467	0.055	1.944	-3.532	1.172	-2.302	FuLi_D:ASW:1.944	FuLi_D	ASW	PopHumanScan
KCNQ5	chr6	73806892	73826892	chr6:73806892-73826892	-5.901	0.22	-6.227	-5.297	3.154	-2.602	Fst:CEU2YRI:0.22,iHS:ITU:3.154,Tajima_D:GIH:-2.602	Fst,iHS,Tajima_D	CEU2YRI,ITU,GIH	PopHumanScan
nonCoding37163,nonCoding37162	chr6	75632705	75696715	chr6:75632705-75696715	-7.014	0.095	-6.539	-5.784	2.276	-2.714	FuLi_F:CEU:-5.784,Tajima_D:FIN:-2.714	FuLi_F,Tajima_D	CEU,FIN	PopHumanScan
nonCoding37188	chr6	76923125	76943125	chr6:76923125-76943125	-2.582	0.236	-2.99	2.837	1.432	4.057	Fst:CEU2YRI:0.236	Fst	CEU2YRI	PopHumanScan
nonCoding37201	chr6	77111723	77121723	chr6:77111723-77121723	-3.456	0.255	1.768	4.649	1.632	7.245	Fst:CEU2YRI:0.255	Fst	CEU2YRI	PopHumanScan
nonCoding37247	chr6	77754811	77764811	chr6:77754811-77764811	-5.034	0.053	-4.046	-2.489	1.231	1.404	FayWu_H:MSL:-5.034	FayWu_H	MSL	PopHumanScan
nonCoding37308	chr6	78871336	78881336	chr6:78871336-78881336	-5.734	0.138	2.542	-2.753	2.3	-2.259	FayWu_H:ACB:-4.785,ESN:-5.482,GWD:-5.734,LWK:-5.588,MSL:-4.937,FuLi_D:ASW:2.151,ESN:2.363,MSL:2.279,YRI:2.542	FayWu_H,FuLi_D	ACB,ESN,GWD,LWK,MSL,ASW,YRI	PopHumanScan
IRAK1BP1	chr6	79582971	79716745	chr6:79582971-79716745	-1.81	0.046	-4.38	-3.411	3.898	-1.488	iHS:GWD:3.898,YRI:3.522	iHS	GWD,YRI	PopHumanScan
nonCoding37390	chr6	80457885	80467885	chr6:80457885-80467885	-4.047	0.184	-7.344	-5.535	1.409	2.142	FuLi_D:CHS:-7.344	FuLi_D	CHS	PopHumanScan
nonCoding37420	chr6	81217545	81227545	chr6:81217545-81227545	12.796	0.114	1.883	11.314	1.389	21.558	FayWu_H:ASW:12.796,ESN:12.631,LWK:12.672,MSL:12.359,YRI:12.555	FayWu_H	ASW,ESN,LWK,MSL,YRI	PopHumanScan
FAM46A	chr6	82451190	82461190	chr6:82451190-82461190	-2.092	0.042	-6.042	-4.789	1.037	-1.67	FuLi_D:ESN:-6.042,FuLi_F:ESN:-4.789	FuLi_D,FuLi_F	ESN	PopHumanScan
nonCoding37593	chr6	85324243	85334243	chr6:85324243-85334243	-2.381	0.062	-1.919	1.982	6.332	2.787	iHS:ACB:6.332,ASW:5.43,MSL:5.06,YRI:4.986	iHS	ACB,ASW,MSL,YRI	PopHumanScan
nonCoding37674	chr6	86825159	86845159	chr6:86825159-86845159	-2.212	0.055	-7.565	-6.53	1.603	-2.594	FuLi_D:STU:-7.565,FuLi_F:STU:-6.53	FuLi_D,FuLi_F	STU	PopHumanScan
GJB7	chr6	88016183	88026183	chr6:88016183-88026183	0.548	0.044	2.319	-2.692	1.921	2.289	FuLi_D:YRI:2.319	FuLi_D	YRI	PopHumanScan
nonCoding37755	chr6	88691180	88701180	chr6:88691180-88701180	-7.965	0.144	-4.33	-3.998	1.353	-2.39	FayWu_H:CDX:-7.965,KHV:-7.535	FayWu_H	CDX,KHV	PopHumanScan
nonCoding37760	chr6	88784202	88794202	chr6:88784202-88794202	-2.974	0.074	-7.418	-6.5	0.982	-2.466	FuLi_D:KHV:-7.418,FuLi_F:KHV:-6.5	FuLi_D,FuLi_F	KHV	PopHumanScan
RNGTT	chr6	89386389	89406389	chr6:89386389-89406389	-4.127	0.196	-2.575	-2.958	1.932	-2.302	XPEHH:YRI2CHB:2.545	XPEHH	YRI2CHB	PopHumanScan
nonCoding37987,nonCoding37990	chr6	93501768	93561023	chr6:93501768-93561023	-2.456	0.15	-2.371	2.306	1.831	2.222	XPEHH:CEU2CHB:1.716	XPEHH	CEU2CHB	PopHumanScan
nonCoding38049	chr6	94591506	94601506	chr6:94591506-94601506	-1.486	0.032	-6.897	-5.978	0.974	-2.487	FuLi_D:STU:-6.897,FuLi_F:STU:-5.978	FuLi_D,FuLi_F	STU	PopHumanScan
nonCoding38066	chr6	94824223	94834223	chr6:94824223-94834223	-2.875	0.072	2.308	-2.889	0.788	-1.013	FuLi_D:CHS:2.308	FuLi_D	CHS	PopHumanScan
nonCoding38105	chr6	95444313	95454313	chr6:95444313-95454313	-3.694	0.118	-6.011	-5.347	3.173	-2.413	iHS:IBS:3.173	iHS	IBS	PopHumanScan
nonCoding38111	chr6	95517331	95527331	chr6:95517331-95527331	-6.05	0.079	-5.487	-5.04	1.481	-2.475	FuLi_F:FIN:-5.04	FuLi_F	FIN	PopHumanScan
nonCoding38146	chr6	96262396	96272396	chr6:96262396-96272396	7.349	0.046	-2.251	13.562	1.291	36.658	FuLi_F:CDX:13.562,CHB:12.432,IBS:13.359,Tajima_D:CDX:36.658,IBS:35.591	FuLi_F,Tajima_D	CDX,CHB,IBS	PopHumanScan
FUT9	chr6	96504110	96514110	chr6:96504110-96514110	-0.599	0.039	2.361	3.061	1.073	3.143	FuLi_D:ESN:2.361	FuLi_D	ESN	PopHumanScan
FBXL4	chr6	99383658	99393658	chr6:99383658-99393658	-1.411	0.058	-5.566	-4.69	1.316	-1.846	FuLi_D:ESN:-5.566,FuLi_F:ESN:-4.69	FuLi_D,FuLi_F	ESN	PopHumanScan
nonCoding38451	chr6	103235021	103255021	chr6:103235021-103255021	-6.182	0.129	-3.867	-4.003	1.709	-2.749	Tajima_D:GBR:-2.635,TSI:-2.749	Tajima_D	GBR,TSI	PopHumanScan
nonCoding38483	chr6	103786835	103796835	chr6:103786835-103796835	-3.053	0.066	2.418	2.127	0.778	1.413	FuLi_D:STU:2.418	FuLi_D	STU	PopHumanScan
nonCoding38486	chr6	103840394	103850394	chr6:103840394-103850394	-5.316	0.033	-2.839	-2.882	1.029	-1.903	FayWu_H:ASW:-4.559,ESN:-5.068,LWK:-5.155,YRI:-5.316	FayWu_H	ASW,ESN,LWK,YRI	PopHumanScan
nonCoding38497	chr6	104053761	104063761	chr6:104053761-104063761	1.061	0.049	2.338	3.757	1.025	4.01	FuLi_D:CHB:2.338	FuLi_D	CHB	PopHumanScan
nonCoding38568	chr6	105146407	105156407	chr6:105146407-105156407	-1.665	0.074	-6.754	-5.243	1.504	-1.228	FuLi_D:JPT:-6.754	FuLi_D	JPT	PopHumanScan
nonCoding38582,nonCoding38583,nonCoding38584,nonCoding38585,nonCoding38586,nonCoding38587	chr6	105868691	105949479	chr6:105868691-105949479	-6.298	0.166	-5.56	-4.966	3.22	-2.558	XPEHH:YRI2CHB:2.899	XPEHH	YRI2CHB	PopHumanScan
OSTM1	chr6	108332613	108391590	chr6:108332613-108391590	-2.012	0.075	-3.695	-2.443	2.153	1.834	XPEHH:CEU2YRI:2.544	XPEHH	CEU2YRI	PopHumanScan
ARMC2	chr6	109200805	109210805	chr6:109200805-109210805	-5.113	0.047	-5.128	-4.353	2.114	-2.213	FayWu_H:ESN:-5.113,MSL:-4.644	FayWu_H	ESN,MSL	PopHumanScan
nonCoding38701,nonCoding38700	chr6	110317230	110347230	chr6:110317230-110347230	-3.937	0.087	-8.474	-7.188	1.987	-2.724	FuLi_D:CDX:-8.474,FuLi_F:CDX:-7.188,Tajima_D:CDX:-2.724,CHB:-2.649	FuLi_D,FuLi_F,Tajima_D	CDX,CHB	PopHumanScan
DDO	chr6	110703059	110713059	chr6:110703059-110713059	-3.046	0.044	2.09	-3.135	0.778	1.419	FuLi_D:ASW:2.09	FuLi_D	ASW	PopHumanScan
nonCoding38797	chr6	113334796	113344796	chr6:113334796-113344796	-7.314	0.04	-3.688	-3.439	0.739	-2.212	FayWu_H:IBS:-7.314	FayWu_H	IBS	PopHumanScan
nonCoding38897	chr6	115250130	115289662	chr6:115250130-115289662	-1.629	0.108	-2.664	-1.816	3.337	1.809	iHS:CDX:3.337	iHS	CDX	PopHumanScan
nonCoding38902,nonCoding38903,nonCoding38904,nonCoding38905,nonCoding38906,nonCoding38907,nonCoding38908,nonCoding38909,nonCoding38910	chr6	115407551	115549743	chr6:115407551-115549743	-4.328	0.112	-4.944	-3.675	5.089	3.13	iHS:ASW:3.845,BEB:4.044,CEU:4.199,ESN:3.573,FIN:4.388,GBR:4.984,GIH:5.089,IBS:4.702,ITU:4.735,JPT:4.703,KHV:4.917,LWK:3.408,MSL:3.796,PJL:5.063,STU:3.815,TSI:4.456,YRI:3.616	iHS	ASW,BEB,CEU,ESN,FIN,GBR,GIH,IBS,ITU,JPT,KHV,LWK,MSL,PJL,STU,TSI,YRI	PopHumanScan
nonCoding39021,nonCoding39022,CEP85L	chr6	118754011	118804011	chr6:118754011-118804011	-0.867	0.056	-5.863	-4.596	3.817	-1.538	iHS:MSL:3.817	iHS	MSL	PopHumanScan
nonCoding39095	chr6	120426356	120446356	chr6:120426356-120446356	-5.817	0.029	-5.312	-4.88	1.179	-2.455	FayWu_H:ACB:-4.806,ESN:-5.119,YRI:-5.817,Tajima_D:LWK:-2.455	FayWu_H,Tajima_D	ACB,ESN,YRI,LWK	PopHumanScan
nonCoding39117	chr6	120787255	120797255	chr6:120787255-120797255	-5.083	0.05	2.507	-3.198	1.092	2.319	FuLi_D:JPT:2.507	FuLi_D	JPT	PopHumanScan
nonCoding39180	chr6	122110348	122120348	chr6:122110348-122120348	-3.331	0.043	-7.255	-6.29	1.554	-2.527	FuLi_D:BEB:-7.255,FuLi_F:BEB:-6.29	FuLi_D,FuLi_F	BEB	PopHumanScan
nonCoding39261	chr6	124065900	124091805	chr6:124065900-124091805	-6.185	0.071	-3.701	-3.758	2.13	-2.612	XPEHH:CEU2YRI:2.594	XPEHH	CEU2YRI	PopHumanScan
nonCoding39277,nonCoding39278,nonCoding39279,nonCoding39281	chr6	125693193	125779059	chr6:125693193-125779059	-4.86	0.205	-4.183	-3.796	2.734	-2.521	XPEHH:YRI2CHB:2.944	XPEHH	YRI2CHB	PopHumanScan
nonCoding39307	chr6	126347717	126375370	chr6:126347717-126375370	-4.851	0.058	-5.578	-4.591	1.658	-2.094	XPEHH:YRI2CHB:2.563	XPEHH	YRI2CHB	PopHumanScan
nonCoding39321	chr6	126534681	126544681	chr6:126534681-126544681	-2.93	0.047	-6.5	-5.854	1.766	-2.491	FuLi_F:GIH:-5.854	FuLi_F	GIH	PopHumanScan
nonCoding39350	chr6	126983708	126993708	chr6:126983708-126993708	-1.14	0.111	-5.654	-4.875	1.358	-2.292	FuLi_F:LWK:-4.875	FuLi_F	LWK	PopHumanScan
PTPRK	chr6	128370830	128399937	chr6:128370830-128399937	-3.373	0.071	-6.349	-5.707	1.73	-2.597	FuLi_F:GIH:-5.707,Tajima_D:GIH:-2.597	FuLi_F,Tajima_D	GIH	PopHumanScan
PTPRK	chr6	128444560	128480371	chr6:128444560-128480371	-7.575	0.032	-6.308	-5.684	1.459	-2.583	FayWu_H:GIH:-6.95,PJL:-7.538,STU:-7.575,Tajima_D:GIH:-2.583	FayWu_H,Tajima_D	GIH,PJL,STU	PopHumanScan
PTPRK	chr6	128522189	128569771	chr6:128522189-128569771	-4.173	0.032	-7.002	-6.156	1.529	-2.712	FuLi_F:TSI:-6.156,Tajima_D:CEU:-2.619,ITU:-2.712,TSI:-2.631	FuLi_F,Tajima_D	TSI,CEU,ITU	PopHumanScan
PTPRK	chr6	128628333	128638333	chr6:128628333-128638333	-6.573	0.072	-5.243	-4.966	0.941	-2.679	Tajima_D:CHS:-2.679	Tajima_D	CHS	PopHumanScan
nonCoding39423	chr6	129050376	129070376	chr6:129050376-129070376	-2.804	0.058	-6.754	-5.445	1.382	-1.681	FuLi_D:CDX:-6.606,JPT:-6.754	FuLi_D	CDX,JPT	PopHumanScan
LAMA2	chr6	129232254	129266393	chr6:129232254-129266393	-6.282	0.093	-4.99	-4.493	3.159	-2.314	iHS:IBS:3.159	iHS	IBS	PopHumanScan
LAMA2	chr6	129304463	129335574	chr6:129304463-129335574	-2.983	0.094	-5.065	-4.738	2.722	-2.402	XPEHH:YRI2CHB:2.511	XPEHH	YRI2CHB	PopHumanScan
SAMD3	chr6	130545780	130555780	chr6:130545780-130555780	-3.349	0.125	2.054	1.837	2.047	2.858	FuLi_D:LWK:2.054	FuLi_D	LWK	PopHumanScan
nonCoding39501	chr6	131809161	131819161	chr6:131809161-131819161	-2.246	0.276	1.873	3.16	2.291	4.269	Fst:CEU2YRI:0.276,YRI2CHB:0.273	Fst	CEU2YRI,YRI2CHB	PopHumanScan
ENPP1	chr6	132178919	132188919	chr6:132178919-132188919	-3.141	0.043	-5.874	-5.257	2.328	-2.393	XPEHH:CEU2YRI:2.516	XPEHH	CEU2YRI	PopHumanScan
nonCoding39604	chr6	134431519	134441519	chr6:134431519-134441519	-3.354	0.07	2.177	1.894	1.262	-1.199	FuLi_D:TSI:2.177	FuLi_D	TSI	PopHumanScan
PDE7B	chr6	136494557	136504557	chr6:136494557-136504557	-6.843	0.12	-4.428	-4.122	0.875	-2.311	FayWu_H:TSI:-6.843	FayWu_H	TSI	PopHumanScan
MAP7	chr6	136765416	136775416	chr6:136765416-136775416	-1.993	0.043	-6.481	-5.655	1.14	-2.076	FuLi_D:GBR:-6.481,FuLi_F:GBR:-5.655	FuLi_D,FuLi_F	GBR	PopHumanScan
MAP7	chr6	136814285	136824285	chr6:136814285-136824285	-2.688	0.071	-7.052	-6.149	1.352	-2.344	FuLi_D:GBR:-7.052,FuLi_F:GBR:-6.149	FuLi_D,FuLi_F	GBR	PopHumanScan
IL20RA	chr6	137334186	137354186	chr6:137334186-137354186	-5.014	0.267	-3.114	-2.672	0.826	-1.809	Fst:CEU2YRI:0.267,YRI2CHB:0.264	Fst	CEU2YRI,YRI2CHB	PopHumanScan
nonCoding39730	chr6	137897638	137907638	chr6:137897638-137907638	0.858	0.061	2.217	-2.635	1.226	-0.692	FuLi_D:LWK:2.217	FuLi_D	LWK	PopHumanScan
TNFAIP3	chr6	138198534	138208534	chr6:138198534-138208534	-1.543	0.047	-5.982	-4.992	1.416	-1.97	FuLi_D:LWK:-5.982,FuLi_F:LWK:-4.992	FuLi_D,FuLi_F	LWK	PopHumanScan
ARFGEF3	chr6	138498236	138508236	chr6:138498236-138508236	-7.143	0.041	-4.904	-4.456	1.335	-2.256	FayWu_H:BEB:-7.117,CEU:-7.143	FayWu_H	BEB,CEU	PopHumanScan
ARFGEF3	chr6	138518236	138528236	chr6:138518236-138528236	-2.633	0.062	-7.756	-6.066	1.521	-1.903	FuLi_D:CHS:-7.756	FuLi_D	CHS	PopHumanScan
nonCoding39772,ARFGEF3,SMIM28	chr6	138666686	138719607	chr6:138666686-138719607	-7.009	0.107	-5.034	-4.705	2.206	-2.629	FayWu_H:ITU:-7.009,STU:-6.64,Tajima_D:ITU:-2.629	FayWu_H,Tajima_D	ITU,STU	PopHumanScan
nonCoding39980	chr6	142836249	142846249	chr6:142836249-142846249	-2.457	0.055	2.444	-4.939	1.646	-1.758	FuLi_D:ESN:2.444	FuLi_D	ESN	PopHumanScan
UTRN	chr6	144721284	144752723	chr6:144721284-144752723	-3.051	0.108	-5.702	-5.138	1.857	-2.386	FuLi_F:FIN:-5.138	FuLi_F	FIN	PopHumanScan
UTRN	chr6	144806246	144826246	chr6:144806246-144826246	-3.103	0.055	-6.582	-5.403	1.487	-2.213	FuLi_D:FIN:-6.582,FuLi_F:FIN:-5.403	FuLi_D,FuLi_F	FIN	PopHumanScan
EPM2A	chr6	145973925	145983925	chr6:145973925-145983925	-1.4	0.036	-6.464	-5.048	0.863	-1.671	FuLi_D:PJL:-6.464	FuLi_D	PJL	PopHumanScan
NUP43	chr6	150042282	150052282	chr6:150042282-150052282	-1.099	0.07	-5.929	-4.802	1.316	-1.823	FuLi_D:LWK:-5.929	FuLi_D	LWK	PopHumanScan
RAET1E	chr6	150205602	150215602	chr6:150205602-150215602	-4.079	0.208	2.044	2.923	1.298	3.699	FuLi_D:LWK:2.044	FuLi_D	LWK	PopHumanScan
